slot,median_volume_norm,mean_volume_norm,mean_abs_return_norm,realized_variance_norm,mean_hl_range_norm,rms_return_norm,median_volume_norm_p25,median_volume_norm_p75,mean_volume_norm_p25,mean_volume_norm_p75,mean_abs_return_norm_p25,mean_abs_return_norm_p75,realized_variance_norm_p25,realized_variance_norm_p75,mean_hl_range_norm_p25,mean_hl_range_norm_p75,rms_return_norm_p25,rms_return_norm_p75
11:30,0.8723251873306754,0.876669775759389,1.00179346108942,0.8647970916777475,0.9768304116474938,0.9722865168082616,0.8507616687586754,0.8943573277042556,0.8638823317593518,0.8794657566185391,0.9952303771430271,1.0102953067923761,0.8351847701041443,0.8865029968929716,0.9650507430179823,0.9851541167198409,0.952487797652084,0.9909408765827111
11:35,0.8096235228377574,0.8227307486740679,0.9524021479570376,0.8339688336074683,0.9331028705787059,0.9541211543273141,0.7854920185786044,0.830267335508188,0.7996684744762412,0.8390242766956674,0.9336025835006757,0.9613902530287636,0.797344058869794,0.8308073077731185,0.9206493262744581,0.9439099090080048,0.9299512210053965,0.9553565751641587
11:40,0.7919076755989609,0.8090861568285707,0.9621669727293188,0.8178557087177767,0.9136973283074319,0.9451362926124361,0.7732099063334363,0.7987681370353489,0.7836905635352165,0.8158512553966955,0.9554595559660537,0.9738614778192877,0.7850681189431057,0.8698786734476502,0.9014625427087054,0.9191107506619386,0.9332184154998858,0.9588435923271051
11:45,0.76178302978898,0.7712893233795929,0.8934347711033617,0.7082458476072743,0.8675210753676769,0.8797573540927736,0.7391789077108888,0.7798577032726318,0.7504611501261752,0.7826006924061144,0.8870782140837821,0.9046076646263814,0.6826708040714033,0.7377047281368001,0.8592853801105591,0.8763197004238605,0.8584128883076033,0.9120645435979144
11:50,0.7508409444909155,0.761981617931502,0.8940794806525579,0.6809148757244486,0.8632629924354385,0.8626943638415518,0.719411671851778,0.7700384096672532,0.7361274298847716,0.779626355126807,0.8859893973200199,0.9097010635308639,0.6650508962352748,0.6981333955044464,0.852154868806425,0.871816732664908,0.8492652774257594,0.8742041411466627
11:55,0.7369167512421044,0.7510560200819428,0.8747510159365423,0.6739096346199452,0.8381159953364934,0.8581806681436989,0.7217930949016121,0.7554607765250689,0.73535278079833,0.7535949529444661,0.8664247035422307,0.886260796765139,0.65860065975398,0.6920677276964314,0.8264842236354029,0.8421958714382028,0.8503936247332629,0.8677245770034426
12:00,0.7596269810654559,0.7746577613041143,0.9094589257431852,0.7271432661305676,0.8893823220716773,0.8915240274768467,0.7287184350442992,0.7754868470637499,0.7494897224889503,0.7989783761878257,0.8996306810994461,0.91663191552612,0.7024120541338935,0.7406385061108303,0.8820358654451276,0.895675805503611,0.8738456399118635,0.9024061806525044
12:05,0.716103778189781,0.7292240177571506,0.9018929496813867,0.737660710343981,0.8539515744514401,0.8975558768242499,0.6924595233906224,0.7356511348428236,0.7008594721658732,0.7570712159847498,0.9020845459198008,0.9148456456744251,0.7299535518863051,0.7632300908598794,0.8475535698069344,0.8613044881214432,0.8957331669738117,0.9093428730042643
12:10,0.696609646944601,0.7213002542860406,0.8195689259570275,0.5956834297972403,0.8124416282498744,0.8067671548777722,0.6868832506231455,0.7094109153495383,0.7078978051106379,0.7424845313005948,0.8103846757982585,0.8324896602254805,0.5762574720371912,0.6116466560153928,0.8050972687880824,0.8158738574679923,0.7924880356936806,0.8178413983871817
12:15,0.7012256027064002,0.7142568134865659,0.8525531324736937,0.6555983708350717,0.822001679047719,0.8461793869976661,0.6845055963881957,0.7128277150842324,0.6929512480165733,0.7399909445483281,0.8435590430006096,0.866398974345444,0.6381254427294296,0.6829118355252719,0.8117619617171887,0.8293528651151187,0.8346868496592594,0.8546624901009735
12:20,0.6799309359287936,0.6992904202929188,0.8417644875121512,0.6286886341586169,0.8112848282995232,0.8286522359346549,0.6532621247464998,0.6939001029715487,0.6773934483890304,0.703316291306687,0.8370981613581256,0.8482395815197821,0.6113783530959788,0.6524606539976778,0.7993843912949015,0.8224768734684247,0.8179035675715544,0.8431117599437186
12:25,0.6593936669067436,0.6781321905639336,0.7942087180818418,0.5720703564055489,0.7713021849005816,0.790636825125727,0.6312920838721461,0.6814109283081435,0.6539463239502743,0.6932711708053543,0.7836348515249686,0.8055618636837659,0.545287390100224,0.5936173860407182,0.7646580405526289,0.7762266989622917,0.776727463663069,0.799203327871439
12:30,0.669890727052889,0.6919437557555205,0.8315480622810489,0.6647564785357899,0.804382404751076,0.8517058796022119,0.6619700392784464,0.678345526645828,0.6770826331002056,0.6967819618046005,0.8235260784556229,0.8454410862682324,0.631111872695983,0.6898694971344337,0.7898710153971117,0.8132826549036248,0.8371803046040679,0.8656219112567287
12:35,0.6368612229033288,0.6655324983421183,0.8137902601232128,0.6192278563873295,0.7796355944503871,0.8222315969246754,0.6190678084721134,0.6445778011669263,0.6484894006298442,0.6725858089956394,0.8058543071941582,0.8217831829172464,0.5890964714369091,0.6389227481646784,0.7634886023537961,0.7966456697602595,0.798037874905397,0.8247727026148777
12:40,0.6259652297194894,0.6500033753837074,0.7811726040992161,0.5533900430512897,0.7556427121997111,0.7771822009555808,0.6098566026461935,0.6298305255936404,0.6368089248996595,0.6615284177176669,0.7633980378820702,0.7989177217204476,0.5221884931009214,0.5845469296384148,0.7378173632697559,0.7772835102425766,0.7600000287040256,0.7918366136017005
12:45,0.6263292298735421,0.6522069838593443,0.7731331686880853,0.5503157172719871,0.7564612609273901,0.7752227363492974,0.6139624836470311,0.6377139196252636,0.623225960111478,0.6676880990997496,0.7641746201800955,0.7811208167420794,0.5222548332300929,0.5711156061602649,0.7405301197078165,0.775221280016339,0.7573412070989143,0.7924380417486738
12:50,0.6212062122404344,0.6409641513355637,0.7964128246210702,0.5597515733987214,0.756017472996345,0.7812732083188073,0.6021897382042612,0.6365202178645467,0.6188177261639454,0.6618406024614689,0.7664061177565539,0.8205385860238724,0.5209909508459049,0.6109407001712249,0.7294259645259344,0.7810006152449408,0.7563766567875906,0.804756827024554
12:55,0.6107986407137775,0.6310777905820845,0.7402227755711297,0.493389168159541,0.7211589515947736,0.7336694151212936,0.5971036138940506,0.6335762134712902,0.6181040565561018,0.6400709948607386,0.7268438316894348,0.7613280608817148,0.4641385480657869,0.5318455615675041,0.7063162565411683,0.7403145821531663,0.7186456343827106,0.7560623526021306
13:00,0.6817907914164504,0.7050313426403688,0.8716208804880788,0.70344623755526,0.8503206169794236,0.8751561384166967,0.6621152818090892,0.6932876700468543,0.6767055988703811,0.7182176119936449,0.8438271780068782,0.8957581954234777,0.6418359658279085,0.7340279096288034,0.8190869168111329,0.8604841647383895,0.8404659167147437,0.8969263535308383
13:05,0.629545851900042,0.6529081661601938,0.8133091293971648,0.6200832210912595,0.7749188598499802,0.8216769001611199,0.6093094779479604,0.6446079278616998,0.6240418260387763,0.6671214994148174,0.7907023854565177,0.8195679846704481,0.5674116372884234,0.6330292573371756,0.7544679681384073,0.7853798734503578,0.793767549161588,0.8334564686612859
13:10,0.6194208831809166,0.6392674026270885,0.768790704296495,0.5513262936419846,0.7382888040581296,0.7758272167558751,0.6038851590898483,0.6324028910628866,0.6204535662112416,0.6565781750171833,0.7496601246368645,0.7801437614855252,0.5197835522126181,0.5826382822757502,0.7246622194126516,0.7437910748589239,0.7532512683199204,0.7923116220381273
13:15,0.6188922561136488,0.640013354753269,0.7877556874842452,0.7197971100773577,0.7586750333600154,0.8835054873856433,0.6053700540059214,0.6347937492660881,0.6258644466771766,0.6548999400072931,0.7671742330686613,0.7976991997134845,0.6405977592897054,0.7932226778344073,0.7356472969970532,0.769864243978723,0.8464399676730215,0.9356453481671949
13:20,0.6172273153355788,0.6397152744718924,0.7795133482829909,0.7092005784892476,0.7539112502203795,0.8750792321381908,0.5987462721746415,0.6311573650776732,0.6251590972186054,0.6484402336841127,0.7698430915553754,0.7894502860314333,0.5948651128957719,0.7989834004336376,0.7378294337050807,0.7546718465233677,0.8081379656218113,0.9330474554611665
13:25,0.6078114040976949,0.6311020194088215,0.7835178317414146,0.5794765479522482,0.7392399432692809,0.7938849030991579,0.5978085066983816,0.6223189988028327,0.6208392035943223,0.6443045393458842,0.7603107173006218,0.8070400798037125,0.5350471799681106,0.6244833862251369,0.7155253751279336,0.7575445637204934,0.7698220207734593,0.818117697202533
13:30,0.6397217447517128,0.6642663968675935,0.8195712729653876,0.7144577421221836,0.7761762624591394,0.881116857047059,0.6267646395640407,0.6578950185313959,0.6533366089797502,0.6847325155476587,0.7887075315742516,0.842933073090706,0.6439523601603648,0.7804107141640935,0.7548863581847121,0.7906479759124886,0.8454566412795934,0.9169641486287945
13:35,0.6133811700100339,0.6414556439788339,0.7739038918627771,0.5768628006546269,0.7437664849368666,0.7923912413064196,0.6040699170898927,0.6235767244627513,0.6322636047781521,0.6526895727246147,0.7571403914922739,0.7860070554669252,0.5315100706135931,0.6218583010190974,0.7248464558925336,0.7537317831376502,0.766910999962714,0.8178966029758316
13:40,0.6158194715274761,0.6325522810233865,0.736804516440306,0.48859134394625325,0.725209240946386,0.7300858336816137,0.6001198560013801,0.6379506037331508,0.6178860662412019,0.6531833203776253,0.7217486232299422,0.7462562027897417,0.46563190821690714,0.5096334722984459,0.7041824201796272,0.7320638842670938,0.7130431225745686,0.7461292140931657
13:45,0.6124494066837777,0.6358352426118367,0.7543761766841012,0.5754834548671782,0.7322622850936393,0.7914691039046091,0.6058867404763391,0.6176185739401936,0.6217384779190605,0.649983475052908,0.7404461403442666,0.7655966994471161,0.5387598180435911,0.5900295505008,0.7109294869264152,0.7407692735074601,0.7729630460367842,0.7957138354274282
13:50,0.6062239726631983,0.6243106151911817,0.7337313897844191,0.49538589112225123,0.7061038397205915,0.7347725335276224,0.587137854985854,0.6141777752318174,0.6115944515846016,0.6361699599334337,0.7259451454440611,0.7458855684998565,0.45910466045855036,0.5231514665319287,0.6916286386697824,0.7132936949927898,0.7104164257062556,0.746195646830124
13:55,0.6100553369519129,0.6274558514957538,0.7237532905494374,0.49395986167163947,0.6981045428093862,0.7340694192237964,0.5910616092951474,0.6198268079174747,0.6174931936363072,0.6402985798668619,0.7119028339170539,0.7221369961143134,0.46873640009499606,0.5025174433483451,0.6811240162387966,0.7045439780438028,0.7196079572076101,0.7404962828274011
14:00,0.7258545987464279,0.7853123522927783,0.9456061068413367,1.0920730325947485,0.9101839276172484,1.083053767479019,0.6859893476638949,0.7380082304886249,0.7438389221385618,0.7810101414228924,0.8964473674077322,0.9698036959365326,0.9272816756490155,1.2370210013567218,0.8638000811193022,0.9306688133766816,1.0165615747436378,1.1578860780656173
14:05,0.683404810466553,0.7182123676371827,0.8217312238507958,0.6954057848430475,0.8102573950297373,0.8696890554064934,0.6582166915002626,0.7012515604212208,0.6853613110846749,0.7249339507746013,0.798948715553843,0.8324082135033128,0.6247715056151008,0.7275335136688734,0.7830367656248384,0.8188566668525277,0.8347521198084127,0.8872683906057811
14:10,0.662614629320104,0.684987105758219,0.7857064228736439,0.6027040419027133,0.7642073349329328,0.8101515508898626,0.6503079387812798,0.6797867911513769,0.6662799926428686,0.693262724577873,0.7686305792697754,0.800033292329495,0.5709653276729078,0.6315558945628484,0.7425542484373445,0.7802268364181267,0.794067450773859,0.8287562664191501
14:15,0.6702782272456278,0.6861800161164416,0.7737596737548861,0.5676264611567979,0.7559605331743618,0.7857994347027275,0.6492277131373699,0.6873185897785972,0.6614515146693648,0.6975853684890875,0.7442091543691775,0.8015709367026044,0.5131524585379669,0.623762800560191,0.7285123592352947,0.7798268703117596,0.758384069553968,0.8116860297884354
14:20,0.652695342140092,0.6751612934773986,0.787620784870112,0.6028643895976492,0.7541612553303411,0.8097469016869491,0.6389675450859362,0.6661127257926096,0.6500933128795154,0.6959453561357096,0.7662212701618977,0.8037865702212829,0.5539283175104337,0.6308071846456201,0.7198149494134819,0.7717852960140739,0.7840623311749761,0.8261041050470141
14:25,0.6652110185904351,0.6844115166082253,0.7806834990017223,0.5978302496443435,0.7467856590552273,0.8062768447269194,0.6486328495358713,0.6797501964476087,0.6621791965960303,0.7067731582780851,0.7541489230075165,0.7936348835006507,0.5414689074109676,0.6184170381288024,0.7172687734075248,0.7513043193679195,0.7773589319851244,0.8238045736384004
14:30,0.7048429203532787,0.7301202252782896,0.8139026579352086,0.7077800890674818,0.8008225994910089,0.8747733805960829,0.6817554696023563,0.7231793695173148,0.7025038815344349,0.7422412367400226,0.7826063577036821,0.8314974012612382,0.6153995194324346,0.7896759709464609,0.7635927925257332,0.8133753578330278,0.826298769326275,0.9243751647181908
14:35,0.6733383668483716,0.7089541069428734,0.78873632263261,0.7293209603070622,0.775004639202067,0.8878601423864682,0.6499000107063987,0.6898798623691141,0.6759246598058043,0.7233462736580354,0.7621578547959715,0.8067522981810189,0.6252930543228361,0.8194858891953587,0.7413719102300467,0.7983796565627119,0.831594324503745,0.9411146638101237
14:40,0.6857359697918136,0.7151496979946779,0.8119083428206494,0.789213137200234,0.7736107164302513,0.9213619951285851,0.6557155676083386,0.7028579133643116,0.675642786790176,0.7344200476773269,0.7664328050967184,0.8293800672063794,0.638185737575472,0.9112582942024651,0.7376902949079073,0.7905372963594428,0.8398037677143178,0.9924306925461914
14:45,0.6778933813094317,0.7126351231367717,0.7737307846982128,0.6348616374386552,0.7638494691380798,0.8296242163414131,0.645756301647477,0.6947341846298514,0.6819957548919328,0.7270429250588506,0.7462350822834114,0.7875386108460923,0.565978434564236,0.6922142107028367,0.7273198540731454,0.7846935264617712,0.7942114051969654,0.8652656612400467
14:50,0.6822740642740742,0.7094720735402412,0.7640073219080463,0.5770590272486252,0.7549600469679841,0.7901812065332948,0.658753197644331,0.708694000945983,0.6731168094035914,0.7238575094681199,0.7325506444837229,0.7925442442038928,0.499453453321982,0.6367424568061563,0.7231807758348541,0.7792270418437612,0.7460771361810277,0.8297638271485299
14:55,0.7145467453504462,0.7251080196997308,0.7502898578563225,0.5473746363500421,0.7321873896725838,0.7708255943261934,0.680809878695109,0.7397699314534052,0.6888563122643935,0.7385880880939861,0.7183763648077154,0.7616810723548262,0.5068367921697918,0.596809388280586,0.7022068521586335,0.7434801728392947,0.7487733625834906,0.8089130889249202
15:00,0.8023552882261648,0.8158122775012316,0.8952818429386995,0.8075037547001672,0.8552851180488101,0.9341767669395814,0.7538637599952032,0.8552092357072971,0.7710920784852598,0.8365314566402315,0.8516814089229152,0.9118295714168978,0.6963664871850456,0.9037944861703273,0.8056920507848694,0.8737382064580818,0.8760334657146954,0.9902312756040501
15:05,0.7903823616962722,0.7961395621863433,0.7964075199284526,0.6149843068663813,0.7803542569339088,0.8173219994873541,0.7508525192480471,0.8250414175476244,0.7578481335261282,0.8163394898900969,0.7762170065489482,0.8031731295639114,0.5605872600083808,0.6491467517246161,0.7455854886274591,0.7929073309536728,0.7878317227856227,0.8497410745586648
15:10,0.8169489160537088,0.8208859983442506,0.7952422517777978,0.6052616765845772,0.7782103305622722,0.8112796717180281,0.7823423063504222,0.8409085496356048,0.7836269718995089,0.8336677520699403,0.7673776279158707,0.7991903870357666,0.5623533360948132,0.6216639741460687,0.747066937979209,0.7837921877418967,0.7881963436472766,0.8200150214022193
15:15,0.8402496890006507,0.8408868307074004,0.7563040085615221,0.5369319743972878,0.7803920617461076,0.7645405811194569,0.81519497371915,0.8599628636730048,0.7878049292718328,0.8635186571791378,0.7362042313885178,0.7694423587957258,0.4895359335727994,0.5936624629691514,0.750917845938035,0.7898661701590322,0.7366024371335836,0.792339358208015
15:20,0.8531119356516715,0.8514780463589084,0.8015836333204106,0.6168442577329668,0.7817557312604474,0.8177143959350278,0.8248230608295272,0.8666597679644328,0.8086295503056027,0.8794854707358497,0.7612925484772677,0.8261809193191165,0.5408627760800309,0.6841423473525146,0.7537302060737539,0.791187360983775,0.7720651943576307,0.8500841498205695
15:25,0.8763010657977522,0.8669903774175057,0.7657350346375783,0.5998843093875101,0.7542911855934298,0.8070194051338748,0.8485438810855352,0.8964515597681579,0.8186077745965163,0.8916833883489539,0.7264690346516649,0.7819021549255638,0.5531265412339533,0.6301408565803823,0.7294216027195629,0.7635729098967764,0.7835750178928089,0.8271013102214834
15:30,1.0325079713655037,1.0148588863871957,0.885280635848492,0.7750946489674813,0.8457341507255128,0.9174907634752487,0.9628174500061739,1.096863397980127,0.9484315438795313,1.0799317977010463,0.8540941019287251,0.8842392698080054,0.707261323025513,0.7942594818319262,0.8106718913938871,0.8550833586188873,0.8863900118141941,0.9314636835466884
15:35,1.0518969462014862,1.0295760940719785,0.8274159500374849,0.6431057321973016,0.8125965275039567,0.8351882511671724,0.9802052504980439,1.1118829409670108,0.9511963042452389,1.0960844090311797,0.7854746352319474,0.8557764528426942,0.5620767130559319,0.6882452647262294,0.7759338965137095,0.8310709531736127,0.7871236207734025,0.8599189209319285
15:40,1.1695558016525955,1.1294470842160627,0.8496931156512989,0.6590227973128981,0.8264900184076818,0.8459324759614213,1.0639658563152659,1.2644629873590163,1.0400951279383222,1.2212617128587588,0.8075449890521628,0.8798778355588028,0.5861456475946412,0.7099153140854815,0.7871624698964438,0.8490693318611771,0.8076639562473464,0.8792315647229775
15:45,1.3857110631708842,1.3284109414716296,0.8746970351261565,0.6742419796175184,0.8748519890363419,0.8559723169400016,1.1962044437190917,1.588462184857415,1.1672525142598094,1.5267006900033493,0.817452284930837,0.8957651176131028,0.6036084339956206,0.7145909463351645,0.8250632330387051,0.9056757515560429,0.8184297133609493,0.8786377464929164
15:50,2.5265079696478607,2.3035923005085945,1.3389028854194225,1.6149844804203133,1.2803526566701293,1.317322695320563,2.109162125322635,2.6025382462790514,1.9310871555022895,2.3828555862690872,1.1798268276149098,1.4638787043889312,1.219751551833761,1.8548054814909611,1.1517764162498403,1.423469587241138,1.1604300622492456,1.4220189465963113
15:55,4.55656014553089,4.193295331208327,1.1739618516205768,1.1850733067171004,1.1832753624614523,1.1282998264932427,4.070884553422636,5.523189722381952,3.6948776986792633,4.980376818240703,1.064555754648654,1.2624212471997593,1.0051232522724187,1.3054026306222573,1.053724107816989,1.3148351456049328,1.055481519423172,1.1929619750424927
